datetime,author_title,review_text,review_rating,state,place_id
12/22/2023 18:58:51,Stacey Herrin,"Citizens Bank is a great place for locals to do business. Knowledgeable and friendly staff. If you want to support your small town bank, this is the best place to do your banking!",5,Alabama,ChIJjfChkWVAmogRqmADsZmeWzo
07/13/2020 16:37:48,Lisa Davison,Great location. Tellers are wonderful.,4,Alabama,ChIJjfChkWVAmogRqmADsZmeWzo
12/30/2019 22:47:18,Beverly Giles,A friendly place to do business.,5,Alabama,ChIJjfChkWVAmogRqmADsZmeWzo
01/01/2022 01:23:34,L. Cornwall,very nice personnel,5,Alabama,ChIJjfChkWVAmogRqmADsZmeWzo
08/31/2018 20:28:01,Teresa Velazco,,4,Alabama,ChIJjfChkWVAmogRqmADsZmeWzo
12/28/2016 17:22:10,Hannah Schiller,,5,Alabama,ChIJjfChkWVAmogRqmADsZmeWzo
10/06/2016 17:52:55,Martin Thomas,"A great bank.  If you're looking for a place to have your checking and savings account, don't overlook Citizens Bank.  Friendly service.  Provides service and level of support that the big chain banks can't match.",5,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
11/03/2023 13:27:18,Stephanie Elmore,Great Bank and Great People.,5,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
09/09/2017 06:13:46,Donald Callia,I been banking here since 2008. It's been a very pleasant experience.,5,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
10/21/2023 00:25:57,Linda Burrell,Great!,5,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
02/15/2019 00:49:57,Chyanne Wenger,great place to bank...,5,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
11/17/2020 21:25:47,Sharhonda Waller,,3,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
07/14/2020 20:59:49,Amin A.,,5,Alabama,ChIJwZw3ksv0hYgRLcJKzaEdPjk
08/14/2018 22:34:13,Blunt Truth,"Worse banking experience ever. The Bank has an online and app to help you keep accurate balances. They appear so accurate, showing pending items and balance adjustments. However, they are not accurate, do not reflect in any way accuracy and are used as a tool by the bank to extort fees. When I asked a manager about why the online or app gives an inaccurate balance I was rudely told that I should use a pen and a ledger. Wow. Really? How about a stone tablet and chisel? I have heard many negative experiences with this bank yet this was my first, and my last. Pass. Bank elsewhere, where you can trust your bank to move forward with honesty and integrity instead of scamming with false information online and in their app. Not Backwards and blame the customer for their lack of transparency in their technology. This was not a ""fluke"". I was warned about shady fees - I guess it was just my turn to get screwed by a poorly management cooperation. They will intentionally try to confuse you when confronted. Too bad, everyone isn't as stupid as they would like to assume.",1,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
05/03/2023 13:00:06,Sibylle Parsons,"They helped me more then I ever aspected.....
Thank you",5,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
12/01/2023 20:10:31,javaur wright,Nice place to bank ..  recommend,5,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
07/04/2018 22:21:35,Jim Coleman,Great customer service. Competitive rates. I love banking there.,5,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
04/13/2018 17:38:49,Dale Ray,"The staff is very friendly,  small town bank.",5,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
05/14/2021 04:47:35,Erika Williams,,5,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
02/08/2017 02:59:40,Noah Longshore (Cooljerk69atgmail),,1,Alabama,ChIJxWJQog0OmogR1n2AFt8Jfv0
12/24/2019 14:01:10,Lori Buchanan,"My family has been with Citizens in Hazel Green for 10+. Grayson and his staff are like family and long time friends. They have always worked hard to help us. They are very friendly and they take care of business. Thank you to my community bank, Citizens Bank and Trust takes care of our personal and business banking.",5,Alabama,ChIJNS64OKM4YogRC3hN_74h7nY
03/21/2020 16:26:54,MARGIE Dowling,"I love Citizens Bank !  They are kind, considerate, welcoming and hard working.
Everyone in the Bank are looking out for you and will always see that you are taken care of.

Grayson Sharpe and his staff do an excellent job🎶",5,Alabama,ChIJNS64OKM4YogRC3hN_74h7nY
02/24/2022 04:40:39,Ben C,"Been with Citizens since it opened. Needed a new car, and the finance options offered were great. Best interest rates I'd ever had! The staff are all friendly, and helpful every visit.",5,Alabama,ChIJNS64OKM4YogRC3hN_74h7nY
