datetime,author_title,review_text,review_rating,state,place_id
02/21/2024 15:13:46,April,"Made a cash (3k) deposit for a friend, and this is literally the ONLY bank that has required my SS#, drivers license AND OCCUPATION to make a cash deposit?!!! I will NEVER bank here, nor return. A simple deposit took TEN minutes when I was the ONLY person in line. Please do yourselves a favor and bank with Regions",1,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
10/31/2023 08:50:50,Nikki Sims,Lisa was very easy to work with and very helpful. She made the experience pleasant and stress free. We would highly recommend her.,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
04/08/2023 01:18:45,Tommy Emmons,Ashley was amazing very sweet she listened  to what we needed and helped  us pick the right account. She took time to listen  to are personal life and what we are going through  ....when we first walked in we was greeted by a teller that was very nice also.. we left there feeling like we have been members  for years.,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
11/25/2020 20:51:22,Chase,"We have utilized Iberia Bank for business and other accounts for a few years now and I cannot think of another bank that has been more attentive and personable. Lauren Pippin, by far is the absolute best. She goes above and beyond her role as AVP for customers. I also appreciate and thank  Penny Banks, and all the staff for their amazing work!",5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
04/05/2023 14:10:15,Lee Butler,Melissa Torbert was very helpful and attentive!  Great effort in assisting us on the closing of our house.,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
10/18/2022 13:26:20,H Hollister,Jana and First Horizon made my first home buying experience a breeze. Highly recommended.,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
11/05/2022 11:58:18,Heather Jimenez,Melissa Tolbert at First Herizon went above and beyond to make sure we were able to get rxactly what we needed for our family.,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
05/11/2020 16:49:20,Matt Listro,I worked with Virginia for my COVID19 PPP Loan.  She could not have been more helpful - she has made a lifelong customer for Iberia!,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
02/29/2020 03:23:56,Oksana Alabama USA,"When I came in, I was greeted and offered water or tea. My business was handles by Penny professionally and I got all my questions answered.",5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
01/03/2024 23:46:40,Edwin Paulson,Katelyn is great,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
04/01/2024 14:06:12,Chris Q,,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
03/10/2024 04:42:35,Hugh Maddox,,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
01/17/2024 16:19:10,Kelly Lee,,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
09/17/2023 13:40:10,Andrew H. Friedman,,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
09/27/2021 12:45:15,Frances McPhail,,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
10/18/2018 17:11:18,Raven Crawford,,5,Alabama,ChIJOa8Wo4JNmogRN43ysenz4TM
