datetime,author_title,review_text,review_rating,state,place_id
04/13/2023 20:47:14,larry golden,"This review is for Shannon Everett ""relationship banker #11"" . My father and I went in to that bank yesterday needing some work done to his checking. Shannon was extremely Helpful.  Shannon is so friendly and caring. She made my dad and I feel as if we were family. My father means the world to me. So I am very concerned about the way he is treated.  Shannon made sure all of his needs were taken care of. I can not thank her enough for that. She made sure my father and I were comfortable and the nicest part of all ,,,,,she greeted him by his first name ....remembering it from almost a year ago.......Now that is amazing!!!  She deserves all the Kudos That I can give. I hope her supervisor reads this and acknowledges her in front of all her peers!!!!!!! Thank you Shannon for a job well done~~~~",5,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
04/16/2022 17:08:39,Jamal Chambers,"My child (under 16) needed to cash a Webster check from a previous job. Initially one of the employees was great but we couldn't set up a minors account due to a system problem. Upon returning the next day, the new manager working couldn't help me. She refused to, stating the woman the previous day was helping at her own discretion and she couldn't. I went to the Windsor branch, and magically they cashed my daughter's paycheck and set her up with an account. Although not everyone was rude, but this was unacceptable.",1,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
07/20/2019 15:01:08,Cristina Ramirez,"I have an account here and banking is fine. But if you have private information you want to discuss in one of several offices they have empty there, you are told they are working behind the counter so you need to talk to them there, in front of everyone, so the person in line behind you can hear exactly what is your request. Other banks use their private offices so you can quietly discuss your request and they can present you with options. It is unsettling that you need to discuss a private matter in front of everyone.",3,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
12/27/2021 15:19:36,Andy Russell,"This Banks location is a nightmare you can literally set and a drive-through for a significant amount of time waiting waiting waiting I don't know why they don't seem to think this is a problem it's inconvenient shut the drive-thru down please shut it down it's ridiculous
09/03/2020: still no change. Pretty sure I am going to drop the account. No one should have to sit in a car in the sun this long waiting for service to get their own money. They don't even seem to care. No improvement.
12/27/21.",5,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
02/23/2021 18:50:05,The Tribe,"There was money stolen from one of my family members account over 5,000 dollars. And the  manager didn’t help me whatsoever. The person has been found a warrant is issued for their arrest and all and they still have not returned my money. Also the bank workers are Shiesty.",1,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
05/10/2019 16:21:37,Chris mancini,Worst bank branch ever tried to cash my paycheck with 2 ct state ids one my drivers license  and the other my medical card both of which are photo ids issued by the state. They refused to accept my medical card as a second Id  something I've  been using for 6 months at other branches without an issue. I believe I was denied because it was a medical card which I believe is discrimination. The manager was extremely short with me and rude. I'm currently looking for a bank to open an account with and this  bank will not be the one.,1,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
04/14/2022 18:59:02,Ashley Cuttino,This is the worst bank ever! I literally sat in the drive thru line for almost 30 mins. Someone else came and the teller assisted them before me . Never again,1,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
09/03/2019 21:16:34,Billy T,"Never have an issue at other Webster’s, especially East Windsor, but it is always a process at the Bloomfield branch. It should never take 20+ minutes of waiting to make a simple deposit or withdrawal ...... ridiculous.",1,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
04/19/2016 12:00:53,Shakara Hudson,"Absolutely best Websters Bank.... Clean environment,  friendly staff, helpful managers, polite tellers. Love it there.",5,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
03/26/2019 03:35:19,Chaniel Chambers,They take advantage of ppl that really don't understand.. so please assist your family and friends when visiting this bank to open an account...,1,Colorado,ChIJfa0zRdWq54kRijhwwYe64XM
